customer_id,name,city,region,industry,signup_date
14051,Odika Bhardwaj,Panchkula,West,Retail,2025-10-14
14052,Divya Dara,Mau,North,Education,2024-03-21
14053,Eesha More,Srinagar,North,Manufacturing,2023-04-14
14054,Raagini Sarin,Gangtok,North,Retail,2024-01-13
14055,Nikita Bose,Jhansi,East,Retail,2025-01-14
14056,Indrajit Krishnan,Sri Ganganagar,North,Finance,2025-03-09
14057,Aryan Mall,Mirzapur,West,Education,2024-05-28
14058,Alka Jain,Nagercoil,North,Healthcare,2024-03-01
14059,Yasti Dyal,Tadepalligudem,East,Education,2024-11-27
14060,Qushi Chacko,Kirari Suleman Nagar,East,Finance,2024-07-09
14061,Arunima Krishna,Bhilwara,West,Technology,2026-01-28
14062,Sai Walia,Haldia,West,Manufacturing,2024-04-14
14063,Wahab Arya,Kanpur,North,Manufacturing,2023-12-14
14064,Patrick Shah,Chapra,South,Retail,2025-04-09
14065,Jack Nori,Haridwar,North,Finance,2024-08-23
14066,Manan Sachdeva,Nagaon,North,Retail,2024-02-29
14067,Panini Dasgupta,Thrissur,East,Healthcare,2025-08-19
14068,Bhavini Basak,Dhanbad,North,Finance,2024-12-28
14069,Anmol Biswas,Ahmednagar,East,Technology,2024-07-19
14070,Yatin D’Alia,Nellore,East,Retail,2024-12-30
14071,Ladli Goyal,Mahbubnagar,West,Manufacturing,2025-04-30
14072,Amruta Mahal,Sultan Pur Majra,West,Finance,2023-07-27
14073,Veer Palan,Sambhal,West,Education,2024-02-12
14074,Keya Subramaniam,Darbhanga,North,Manufacturing,2023-07-05
14075,Odika Apte,Tirunelveli,East,Retail,2025-02-09
14076,Daksha Aggarwal,Tadipatri,North,Healthcare,2024-11-14
14077,Tamanna Jani,Bokaro,South,Retail,2026-02-18
14078,Lopa Buch,Khora ,North,Technology,2024-01-19
14079,Sanya Khare,Siwan,South,Technology,2024-10-14
14080,Jack Kala,Karaikudi,South,Finance,2023-04-20
14081,Nathan Vasa,Tadipatri,North,Manufacturing,2025-10-22
14082,Quincy Dube,Kota,West,Manufacturing,2024-07-25
14083,Ridhi Dhar,Kirari Suleman Nagar,East,Education,2025-07-11
14084,Jason Jayaraman,Kulti,North,Finance,2023-09-04
14085,Hemangini Pau,Panipat,South,Finance,2025-08-03
14086,Lakshmi Doshi,Secunderabad,West,Healthcare,2025-05-15
14087,Tara Minhas,Kumbakonam,North,Education,2025-12-24
14088,Bachittar Varty,Ahmednagar,South,Finance,2025-04-18
14089,Anvi Das,Katni,North,Retail,2023-03-31
14090,Christopher Bora,Aligarh,South,Education,2023-12-10
14091,Oviya Datta,Jaunpur,West,Technology,2023-06-11
14092,Odika Kurian,Hospet,North,Manufacturing,2025-05-07
14093,Wazir Vala,Agra,West,Technology,2025-06-03
14094,Jacob Chaudry,Medininagar,North,Healthcare,2025-12-30
14095,Fitan Issac,Bhind,South,Technology,2024-04-01
14096,Abha Doctor,Ozhukarai,North,Technology,2023-05-14
14097,Aarush Naik,Maheshtala,West,Retail,2026-02-15
14098,Yamini Khatri,Karawal Nagar,West,Finance,2023-05-13
14099,Jagvi Seth,Farrukhabad,West,Retail,2025-04-04
14100,Orinder Yogi,Kulti,South,Healthcare,2025-01-15
14101,Abdul Bobal,Bareilly,North,Technology,2023-06-14
14102,Warda Jain,Nagercoil,East,Healthcare,2025-04-06
14103,Hemang Ben,Hubli–Dharwad,East,Technology,2023-04-01
14104,Advika Sehgal,Khandwa,South,Healthcare,2025-03-02
14105,Anvi Swamy,Gopalpur,West,Education,2024-07-13
14106,Bhavani Contractor,Gaya,North,Technology,2025-02-23
14107,Idika Setty,Jamnagar,South,Technology,2024-10-10
14108,George Ghose,Dindigul,North,Healthcare,2024-05-22
14109,Ranbir Johal,Madanapalle,North,Healthcare,2025-06-01
14110,Darika Tiwari,Shimla,East,Finance,2025-11-23
14111,Panini Sachdev,Bhubaneswar,West,Healthcare,2024-09-11
14112,Chaitaly Sen,Amroha,West,Finance,2025-03-07
14113,Falguni Doctor,Mysore,South,Retail,2023-12-21
14114,Nitara Divan,Mira-Bhayandar,East,Healthcare,2025-06-09
14115,Vrishti Gade,Navi Mumbai,South,Manufacturing,2024-06-10
14116,Abdul Raghavan,Sultan Pur Majra,West,Technology,2026-02-19
14117,Anya Pathak,Thane,East,Healthcare,2023-10-19
14118,Vinaya Murty,Karnal,South,Education,2025-10-01
14119,Ojasvi Mandal,Dewas,South,Retail,2024-10-22
14120,Shravya Sangha,North Dumdum,North,Retail,2023-11-02
14121,Laksh Samra,Nadiad,South,Retail,2024-07-02
14122,Qarin Chakraborty,Hyderabad,North,Finance,2025-07-17
14123,Deepa Deshpande,Malegaon,East,Education,2024-11-25
14124,Gagan Patil,Delhi,North,Education,2026-03-25
14125,Eiravati Baral,Arrah,East,Finance,2023-11-14
14126,Falan Dar,Bihar Sharif,South,Retail,2024-07-04
14127,Anay Chopra,Anantapur,East,Technology,2024-08-13
14128,Vincent Karan,Khora ,North,Manufacturing,2023-11-03
14129,Unni Zachariah,Parbhani,West,Healthcare,2025-04-27
14130,Yashoda Jain,Raurkela Industrial Township,South,Healthcare,2025-11-01
14131,Faqid Nair,Ramgarh,West,Technology,2025-08-24
14132,Meghana Barad,Nagpur,East,Manufacturing,2023-12-08
14133,Rachana Kurian,Jalandhar,North,Manufacturing,2025-09-18
14134,Warinder Narayan,Mumbai,South,Healthcare,2026-01-12
14135,Xalak Kota,Noida,East,Finance,2025-11-23
14136,Ishani Mistry,Sonipat,West,Healthcare,2024-11-17
14137,Mekhala Dhaliwal,Serampore,North,Technology,2023-10-22
14138,Radha Kibe,Bikaner,West,Healthcare,2025-09-22
14139,Madhavi Sidhu,Bhopal,East,Retail,2025-04-04
14140,Isaac Merchant,Navi Mumbai,East,Retail,2024-02-20
14141,Lakshit Khatri,Darbhanga,North,Healthcare,2024-06-06
14142,Hitesh Solanki,Udupi,South,Education,2024-10-26
14143,Jasmit Rau,Panipat,West,Finance,2025-08-04
14144,Lopa Chacko,Rajkot,East,Finance,2024-01-19
14145,Manbir Srinivasan,Phagwara,North,Manufacturing,2024-12-12
14146,Jhalak Sarkar,Singrauli,East,Manufacturing,2026-01-19
14147,Chasmum Gokhale,Ghaziabad,East,Healthcare,2023-06-18
14148,Yuvraj Sani,Secunderabad,East,Healthcare,2026-02-01
14149,Jagdish Banerjee,Jhansi,South,Education,2024-08-24
14150,Darpan Khalsa,Raurkela Industrial Township,North,Healthcare,2024-05-16
14151,Andrew Mitter,Hosur,West,Education,2023-04-13
14152,Barkha Tata,Danapur,East,Healthcare,2025-04-17
14153,Shravya Srivastava,Mira-Bhayandar,East,Healthcare,2023-04-13
14154,Mohammed Pandya,Saharsa,North,Healthcare,2024-09-18
14155,Anita Divan,Rajahmundry,South,Finance,2025-12-24
14156,Vasudha Misra,Chinsurah,West,Technology,2024-12-13
14157,Henry Loke,Jalna,East,Technology,2026-03-16
14158,Chakradev Natt,Hospet,North,Healthcare,2024-07-06
14159,Sneha Narula,Satna,South,Retail,2024-02-16
14160,Manya Ravi,Arrah,South,Finance,2024-08-16
14161,Brinda Patla,Raichur,East,Manufacturing,2023-04-18
14162,Varenya Babu,Kadapa,East,Education,2025-10-06
14163,Oviya Bhattacharyya,Amaravati,North,Retail,2023-10-18
14164,Wahab Chowdhury,Dewas,North,Healthcare,2024-12-21
14165,Theodore Dhar,Alappuzha,East,Healthcare,2025-08-25
14166,Yatan Randhawa,Gangtok,North,Finance,2023-08-18
14167,Nisha Dyal,Machilipatnam,West,Education,2024-03-15
14168,Yoshita Bhargava,Kishanganj,West,Retail,2023-09-27
14169,Zayan Chandra,Kishanganj,South,Retail,2026-02-13
14170,Chakradev Bhavsar,Unnao,West,Healthcare,2024-03-21
14171,Jairaj Gaba,Rourkela,South,Finance,2025-11-05
14172,Qabil Dhillon,Deoghar,North,Healthcare,2024-08-29
14173,Jagvi Baria,Raiganj,West,Technology,2025-12-05
14174,Krishna Mistry,Ahmedabad,North,Manufacturing,2025-04-16
14175,Charvi Din,Pali,South,Technology,2024-11-11
14176,Henry Chaudhari,Tiruvottiyur,South,Retail,2026-03-09
14177,Falguni Parikh,Vijayanagaram,South,Education,2025-11-03
14178,Leena Rout,Kharagpur,South,Retail,2023-09-07
14179,Jasmit Chatterjee,Rohtak,East,Retail,2023-11-04
14180,Balhaar Chauhan,Bhiwandi,East,Manufacturing,2025-03-14
14181,Yauvani Parekh,Deoghar,West,Education,2025-10-11
14182,Diya Badal,Vellore,East,Finance,2024-10-14
14183,Nikita Chandra,Haridwar,South,Healthcare,2024-02-08
14184,Ishanvi Dhawan,Bhimavaram,East,Retail,2024-06-19
14185,Naksh Seth,Solapur,South,Finance,2024-02-02
14186,Isaiah Pandya,Hindupur,West,Finance,2025-12-09
14187,Omisha Lal,Kolkata,West,Healthcare,2026-01-01
14188,Elijah Memon,Gopalpur,North,Retail,2025-10-10
14189,Yauvani Sandhu,Bhubaneswar,West,Education,2023-06-11
14190,Ridhi Acharya,Ujjain,East,Education,2024-10-27
14191,Shravya Bera,Ranchi,West,Finance,2023-06-26
14192,Forum Brahmbhatt,Mirzapur,North,Healthcare,2025-09-20
14193,Hardik Bedi,Vellore,West,Manufacturing,2024-03-19
14194,Ira Oza,Tadipatri,South,Technology,2024-06-24
14195,Pooja Panchal,Kurnool,North,Education,2025-07-25
14196,Widisha Vig,Rampur,West,Manufacturing,2024-06-05
14197,Chandresh Chahal,Orai,West,Finance,2025-01-02
14198,Pooja Garg,Aizawl,North,Manufacturing,2024-07-04
14199,Charles Gola,Bijapur,South,Manufacturing,2025-02-01
14200,Faraj Iyengar,Ranchi,South,Healthcare,2023-09-09
14201,Nikita Kalla,Rohtak,East,Manufacturing,2023-10-02
14202,Harita Pillay,Morena,West,Finance,2024-05-01
14203,Nidhi Mallick,Parbhani,East,Retail,2025-09-12
14204,Bhavika Sani,Kishanganj,West,Technology,2023-04-27
14205,Yashvi Walia,Ahmedabad,East,Manufacturing,2024-03-24
14206,Fiyaz Cheema,Raichur,East,Retail,2023-10-14
14207,Ekapad Apte,Durg,West,Finance,2025-08-27
14208,Gayathri Mital,Panchkula,North,Manufacturing,2025-09-29
14209,Samar Dube,Satara,North,Manufacturing,2026-03-01
14210,Zinal Dugar,Mango,North,Education,2025-06-21
14211,Waida Salvi,Bhilwara,North,Manufacturing,2023-09-02
14212,Gaurangi Dutt,Tiruppur,East,Education,2024-02-04
14213,Maya Anand,Bhatpara,North,Technology,2023-12-29
14214,Lohit Vyas,Tumkur,North,Manufacturing,2024-03-17
14215,Jacob Johal,Nizamabad,West,Manufacturing,2023-09-24
14216,Aashi Deol,Berhampur,West,Technology,2025-12-19
14217,Darpan Cheema,Jamalpur,West,Retail,2023-04-06
14218,Triya Kumar,Lucknow,South,Technology,2025-03-22
14219,Anusha Mani,Aurangabad,West,Healthcare,2023-07-14
14220,Prisha Chandra,Kochi,East,Healthcare,2024-01-18
14221,Rachit Choudhary,Tezpur,North,Education,2023-06-05
14222,Kashvi Zachariah,Begusarai,East,Manufacturing,2025-09-24
14223,Irya Wali,Amravati,North,Finance,2026-02-07
14224,Aarnav Saxena,Jalgaon,West,Technology,2025-11-08
14225,Dev Dara,Tadepalligudem,West,Retail,2025-01-27
14226,Balveer Talwar,Siwan,North,Manufacturing,2026-02-20
14227,Laban Bhakta,Ghaziabad,West,Education,2025-02-01
14228,Watika Bhatt,Pallavaram,North,Retail,2023-07-03
14229,Christopher Badami,Mysore,South,Healthcare,2025-01-31
14230,Udyati Basak,Burhanpur,East,Finance,2025-07-29
14231,Harrison Gade,Bangalore,East,Education,2025-01-21
14232,Faraj Kannan,Anantapuram,East,Education,2025-12-30
14233,Zarna Sekhon,Ozhukarai,East,Education,2024-03-04
14234,Samar Sen,Bidar,North,Manufacturing,2024-11-28
14235,Qushi Halder,Munger,North,Healthcare,2024-03-28
14236,Nidhi Mammen,Firozabad,West,Finance,2025-11-22
14237,Chatresh Dubey,Coimbatore,North,Education,2024-02-29
14238,Vrinda Raj,Bharatpur,East,Healthcare,2024-11-29
14239,Parth Suri,Warangal,North,Finance,2025-03-10
14240,Hemang Cherian,Phusro,East,Technology,2025-10-24
14241,Bhavika Sane,Thanjavur,West,Healthcare,2023-06-14
14242,Chakradhar Chakrabarti,Khandwa,North,Manufacturing,2026-03-23
14243,Fariq Dada,Muzaffarnagar,South,Manufacturing,2025-06-04
14244,Janaki Thaker,North Dumdum,South,Manufacturing,2025-09-01
14245,Divya Karnik,Ambattur,North,Finance,2024-06-09
14246,Advika Ram,Korba,South,Education,2026-01-27
14247,Nandini Nagy,Unnao,East,Retail,2025-09-25
14248,Hritik Varughese,Siwan,South,Retail,2023-05-09
14249,Warjas Bahl,Panihati,East,Finance,2025-05-16
14250,Warda Balan,Sagar,West,Education,2024-01-23
14251,Abha Garde,Dibrugarh,North,Manufacturing,2025-11-02
14252,Chandran Tata,Kota,South,Finance,2023-12-27
14253,Indira Mitter,Karimnagar,East,Retail,2024-06-13
14254,Bina Kaul,Shahjahanpur,North,Education,2025-04-13
14255,Januja Date,Aizawl,North,Finance,2026-01-22
14256,Libni Gole,Nizamabad,North,Healthcare,2025-07-05
14257,Luke Dada,Deoghar,West,Healthcare,2025-06-10
14258,Vincent Loke,Barasat,East,Manufacturing,2024-04-30
14259,Krisha Choudhary,Ambattur,North,Manufacturing,2024-03-10
14260,Christopher Contractor,Aurangabad,North,Education,2025-02-02
14261,Riya Venkataraman,Orai,South,Finance,2025-03-13
14262,Nisha Dasgupta,Mumbai,West,Retail,2025-07-08
14263,Gagan Gaba,Anand,East,Finance,2025-03-21
14264,Yatan Suri,Shimoga,West,Retail,2023-11-24
14265,Kalpit Naik,Karawal Nagar,North,Education,2025-05-07
14266,Dominic Dasgupta,Gurgaon,South,Education,2024-04-12
14267,Pranav Nanda,Latur,East,Retail,2025-04-30
14268,Harita Biswas,Rewa,East,Education,2025-07-04
14269,Owen Ravi,Panvel,North,Finance,2023-09-10
14270,Yashodhara Lala,Kharagpur,West,Technology,2023-08-31
14271,Pavani Chaudhuri,Serampore,East,Retail,2025-09-29
14272,Daksha Singh,Khora ,South,Healthcare,2023-10-30
14273,Gautam Bahri,Chittoor,East,Retail,2024-01-21
14274,Indali Mani,Sikar,West,Manufacturing,2023-07-15
14275,Gunbir Contractor,Avadi,South,Retail,2026-01-17
14276,Naveen Dalal,Avadi,South,Healthcare,2026-01-10
14277,Bhavani Baria,Tiruppur,North,Retail,2024-10-17
14278,Farhan Prasad,Sambhal,North,Education,2023-10-08
14279,Xiti Sastry,Tirupati,North,Retail,2025-11-12
14280,Victor Shankar,Deoghar,West,Manufacturing,2023-08-12
14281,Andrew Lalla,Bhilwara,North,Retail,2023-12-23
14282,Eesha Nadkarni,Kollam,North,Retail,2023-12-12
14283,Aayush Gara,Thoothukudi,West,Manufacturing,2023-12-05
14284,Chanchal Lall,Danapur,East,Finance,2023-07-17
14285,Akshay Bawa,Katihar,East,Technology,2024-04-08
14286,Dev Kapoor,Allahabad,South,Healthcare,2024-05-07
14287,Umang Murty,Nashik,North,Manufacturing,2024-10-21
14288,Michael Nath,Tumkur,West,Education,2026-02-26
14289,Shaurya Naidu,Dhule,West,Finance,2024-09-30
14290,Chakradev Johal,Amaravati,North,Finance,2024-11-19
14291,Aarna Grover,Nellore,South,Manufacturing,2025-01-01
14292,Jalsa Mand,Kollam,North,Healthcare,2024-07-17
14293,Manthan Lad,Pimpri-Chinchwad,South,Healthcare,2023-07-29
14294,William Thaman,Korba,East,Technology,2026-01-04
14295,Ekanta Taneja,Giridih,North,Education,2025-03-20
14296,Rachana Korpal,Jhansi,West,Retail,2023-03-28
14297,Xiti Guha,Ratlam,West,Healthcare,2023-07-17
14298,Amaira Rana,Raiganj,East,Manufacturing,2023-10-28
14299,Frado Kala,Saharsa,West,Finance,2023-11-26
14300,Bina Brahmbhatt,Agartala,West,Education,2025-07-29
14301,Raksha Sachdeva,Bhilai,East,Technology,2025-05-15
14302,Jeevika Patla,Navi Mumbai,West,Finance,2024-06-28
14303,Rudra Dhar,Bhiwani,West,Manufacturing,2025-01-09
14304,Charan Iyengar,Muzaffarnagar,West,Retail,2023-11-13
14305,Qadim Sankaran,Tadipatri,East,Healthcare,2025-01-06
14306,Elijah Toor,Dhule,East,Technology,2025-09-28
14307,Darika Goswami,Nagaon,South,Technology,2025-11-22
14308,Ishita Sandal,Shimoga,North,Manufacturing,2023-10-11
14309,Vasudha Dasgupta,Buxar,East,Technology,2023-05-03
14310,Chakradhar Subramanian,Proddatur,North,Healthcare,2024-01-05
14311,Gabriel Dani,Gudivada,North,Healthcare,2026-02-07
14312,Robert Shankar,Panihati,West,Manufacturing,2025-06-21
14313,Kalpit Ramaswamy,Darbhanga,West,Technology,2025-06-07
14314,Charan Rout,Chittoor,East,Retail,2025-05-11
14315,Advik Wali,Barasat,East,Technology,2025-12-15
14316,Saanvi Kurian,Proddatur,East,Technology,2023-08-07
14317,Maanav Bedi,Raurkela Industrial Township,North,Education,2025-02-06
14318,Inaya Bedi,Davanagere,West,Technology,2024-12-17
14319,Hredhaan Murthy,Bettiah,South,Education,2025-08-18
14320,Yadavi Pathak,Mumbai,South,Finance,2025-09-14
14321,Logan Arora,Madurai,East,Technology,2024-06-19
14322,Chameli Rout,Jaunpur,North,Technology,2024-04-09
14323,Varsha Choudhary,Chandigarh,North,Retail,2025-02-14
14324,Yasti Sharma,Khora ,North,Retail,2025-01-08
14325,Upadhriti Chander,Jhansi,South,Manufacturing,2025-02-21
14326,Nachiket Saini,Vijayanagaram,South,Education,2026-03-22
14327,Ubika Gokhale,Faridabad,West,Finance,2025-12-23
14328,Ekalinga Borde,Vasai-Virar,North,Technology,2023-08-31
14329,Ryan Babu,Gangtok,South,Retail,2023-07-16
14330,Nachiket Sastry,Tadepalligudem,East,Technology,2023-08-14
14331,Charan Mani,Guntur,West,Healthcare,2024-01-06
14332,Onkar Rajagopal,Singrauli,North,Technology,2023-11-28
14333,Xiti Agrawal,Singrauli,West,Healthcare,2024-03-27
14334,Girindra Pandit,Ballia,East,Manufacturing,2023-11-28
14335,Bhavika Kala,Srinagar,West,Technology,2025-08-25
14336,Vasatika Kata,Singrauli,West,Education,2025-03-02
14337,Yashica Bains,Gorakhpur,North,Retail,2026-02-12
14338,Jagdish Chahal,Purnia,East,Technology,2024-06-26
14339,Ekani Chhabra,Bettiah,West,Manufacturing,2024-09-26
14340,Advika Wable,Tadepalligudem,North,Healthcare,2023-05-30
14341,Urvi Ratta,Chandigarh,East,Technology,2024-07-28
14342,Ladli Mistry,Ahmednagar,East,Finance,2024-02-23
14343,Abeer Dani,Darbhanga,West,Retail,2026-03-15
14344,Amol Brar,Bidar,West,Finance,2023-03-30
14345,Aditya Sahota,Ranchi,East,Technology,2025-09-05
14346,Lucky Gaba,Nanded,West,Finance,2024-01-29
14347,Chandresh Virk,Bihar Sharif,West,Finance,2024-09-07
14348,Amruta Karnik,Ghaziabad,East,Technology,2025-10-26
14349,Udarsh Contractor,Madurai,South,Education,2026-02-07
14350,Kritika Soni,Bally,East,Finance,2025-03-04
14351,Bakhshi Kale,Bilaspur,East,Technology,2025-08-29
14352,Xalak Brahmbhatt,Gorakhpur,West,Manufacturing,2025-12-06
14353,Krish Khare,Raipur,North,Education,2024-04-12
14354,Jagdish Saraf,Shimla,South,Manufacturing,2023-10-03
14355,Sai Rai,Kalyan-Dombivli,East,Healthcare,2024-07-26
14356,Baghyawati Sridhar,Hapur,West,Manufacturing,2025-07-07
14357,Ekaraj Datta,Patiala,East,Healthcare,2024-09-06
14358,Eta Sampath,Ballia,West,Education,2023-05-19
14359,Vansha Halder,Aligarh,East,Education,2025-08-12
14360,Harrison Biswas,Korba,South,Finance,2023-06-17
14361,Hemang Guha,Hyderabad,North,Finance,2024-09-03
14362,Kabir Dash,Lucknow,West,Technology,2025-07-15
14363,Aditya Konda,Kollam,North,Manufacturing,2023-12-22
14364,Manbir Konda,Faridabad,South,Manufacturing,2025-02-22
14365,Saumya Krish,Yamunanagar,West,Manufacturing,2025-11-18
14366,Saanvi Mohanty,Ozhukarai,West,Finance,2026-03-07
14367,Hemang Dua,Phagwara,South,Technology,2026-01-15
14368,Rajata Upadhyay,Kulti,South,Technology,2023-07-27
14369,Jagrati Bassi,Bardhaman,West,Education,2025-09-21
14370,Kamya Gole,Saharanpur,East,Technology,2025-08-08
14371,Ekiya Radhakrishnan,Khammam,West,Healthcare,2023-09-10
14372,Champak Bhandari,Karaikudi,North,Healthcare,2024-11-27
14373,Laban Kapur,Suryapet,West,Healthcare,2026-01-02
14374,Luke Choudhry,Nadiad,West,Healthcare,2025-01-03
14375,Amaira Garde,Bikaner,East,Healthcare,2025-06-07
14376,Gaurangi Oommen,Machilipatnam,North,Retail,2023-10-21
14377,Urishilla Dubey,Bardhaman,West,Manufacturing,2025-05-11
14378,Azad Nair,Tumkur,East,Healthcare,2025-10-24
14379,Dakshesh Gala,Ghaziabad,West,Healthcare,2025-09-12
14380,Andrew Prakash,Jaipur,North,Healthcare,2023-09-05
14381,Meghana Virk,Barasat,West,Technology,2025-12-15
14382,Warda Pradhan,Bokaro,East,Healthcare,2025-07-27
14383,Sanaya Salvi,Tadepalligudem,North,Manufacturing,2023-04-30
14384,Arjun Chandran,Fatehpur,East,Finance,2025-12-27
14385,Upadhriti Sani,Thanjavur,South,Manufacturing,2024-05-13
14386,Jeevika Palla,Nadiad,South,Technology,2026-01-11
14387,Brijesh Raman,Muzaffarpur,North,Healthcare,2023-05-22
14388,Aarini Kara,Bongaigaon,North,Retail,2024-09-16
14389,Shivansh Tripathi,Arrah,East,Finance,2026-02-20
14390,Vasatika Kara,Maheshtala,East,Technology,2024-09-01
14391,Amruta Shukla,Howrah,West,Finance,2025-10-29
14392,Chatura Narula,Dehradun,North,Technology,2025-12-25
14393,Raksha Dhaliwal,Begusarai,South,Manufacturing,2023-07-03
14394,Samar Sharma,Bidhannagar,South,Retail,2025-08-03
14395,Keya Butala,Tinsukia,South,Technology,2025-12-25
14396,Nisha Warrior,Barasat,West,Technology,2024-06-17
14397,Jeevika Agrawal,Tenali,West,Manufacturing,2025-09-15
14398,Ikshita Goswami,Begusarai,North,Manufacturing,2023-05-02
14399,Champak Mohan,Erode,West,Healthcare,2025-09-18
14400,Bhanumati Raj,Machilipatnam,East,Healthcare,2025-09-21
14401,Varenya Aggarwal,Gorakhpur,East,Technology,2023-10-06
14402,Chakradhar Mohanty,Ghaziabad,North,Manufacturing,2026-01-17
14403,Lavanya Tak,Katihar,North,Retail,2025-10-19
14404,Damini Kalita,Baranagar,East,Manufacturing,2023-06-20
14405,Noah D’Alia,Mumbai,West,Finance,2025-01-29
14406,Mahika Kadakia,Asansol,East,Education,2025-07-26
14407,Oliver Rai,Raurkela Industrial Township,North,Finance,2024-12-22
14408,Henry Shroff,Karaikudi,East,Healthcare,2023-04-16
14409,Panini Walia,Vijayanagaram,West,Technology,2023-06-12
14410,Geetika Seth,Buxar,East,Finance,2024-08-21
14411,Baghyawati Master,Buxar,South,Education,2025-08-02
14412,Kavya Bora,Bardhaman,North,Finance,2025-08-03
14413,Aachal Hans,Buxar,West,Retail,2025-03-27
14414,Onveer Gour,Loni,North,Education,2023-04-02
14415,Zayan Ghose,Farrukhabad,South,Healthcare,2023-11-19
14416,Kritika Doshi,Gulbarga,North,Retail,2023-05-07
14417,Vamakshi Padmanabhan,Hapur,West,Education,2024-04-18
14418,Ira Dhingra,Pallavaram,East,Education,2025-07-29
14419,Ishani Chander,Dehradun,West,Retail,2023-07-27
14420,Chandresh Thaker,Madanapalle,East,Healthcare,2024-08-15
14421,Tanay Bedi,Jaipur,West,Finance,2023-05-15
14422,Mekhala Garde,Bhavnagar,North,Technology,2025-12-30
14423,Maanav Ramakrishnan,Sasaram,East,Finance,2023-11-19
14424,Aashi Bhavsar,Thrissur,East,Manufacturing,2024-07-05
14425,Oni Bail,Bidar,North,Education,2025-06-29
14426,Guneet Borra,Varanasi,East,Retail,2025-03-20
14427,Damini Dubey,Bilaspur,East,Retail,2023-09-07
14428,Divya Kamdar,Aurangabad,East,Healthcare,2025-12-25
14429,Gautami Jain,Hosur,East,Healthcare,2026-02-06
14430,Ishani Varughese,Tezpur,East,Technology,2026-01-22
14431,Radhika Koshy,Jalna,North,Finance,2024-06-11
14432,Aahana Sahni,Raurkela Industrial Township,West,Healthcare,2025-06-18
14433,David Kalita,Jaipur,West,Retail,2025-08-15
14434,Yamini Sunder,Khandwa,East,Education,2024-02-01
14435,Nimrat Balay,Giridih,West,Technology,2024-04-30
14436,Jagdish Ray,Rohtak,North,Healthcare,2025-11-19
14437,Samaksh Mahajan,Medininagar,West,Education,2025-10-18
14438,Ekiya Chakraborty,Aurangabad,East,Manufacturing,2025-06-24
14439,Amol Yadav,Jammu,West,Retail,2023-10-03
14440,Jhalak Virk,Mumbai,West,Technology,2024-12-15
14441,Anvi Parsa,Belgaum,East,Manufacturing,2026-02-22
14442,Prisha Oza,Mathura,West,Technology,2024-11-23
14443,Pooja Handa,Hapur,North,Technology,2024-08-21
14444,Ekansh Bhakta,Raipur,East,Technology,2025-08-03
14445,Yauvani Kashyap,Srikakulam,West,Technology,2023-08-20
14446,Vamakshi Murthy,Latur,South,Education,2023-10-07
14447,Teerth Kata,Kishanganj,East,Manufacturing,2023-06-10
14448,Fiyaz Mital,Vadodara,East,Healthcare,2023-12-08
14449,Falguni Kade,Kishanganj,North,Technology,2025-02-14
14450,Ishanvi Toor,Jamalpur,East,Retail,2023-06-15
14451,Matthew Atwal,Nangloi Jat,South,Education,2025-10-13
14452,Manya Chaudhuri,Bidar,East,Education,2025-09-18
14453,Isaac Wadhwa,Ajmer,North,Retail,2026-03-08
14454,Janaki Khurana,Erode,South,Manufacturing,2023-08-15
14455,Lakshit Narasimhan,Machilipatnam,North,Technology,2024-06-21
14456,Samuel Bhalla,Ongole,East,Technology,2023-08-31
14457,Faris Pingle,Mysore,East,Healthcare,2025-06-01
14458,Sudiksha Venkataraman,Amaravati,North,Finance,2024-08-10
14459,Tamanna Choudhury,Bardhaman,West,Manufacturing,2025-03-04
14460,Anika Kalla,Siwan,East,Healthcare,2024-02-04
14461,Abhimanyu Merchant,Buxar,South,Retail,2023-10-26
14462,Chameli Dugal,Vadodara,East,Retail,2024-02-13
14463,Urmi Peri,Kharagpur,North,Healthcare,2025-11-18
14464,Rajata Karan,Mumbai,South,Retail,2024-03-11
14465,Adweta Chokshi,Vijayawada,North,Retail,2025-11-02
14466,Aarini Dash,Jamnagar,East,Healthcare,2024-09-01
14467,Barkha Amble,Katni,West,Finance,2023-08-19
14468,Thomas Oza,Kurnool,North,Technology,2023-09-03
14469,Daniel Mani,Faridabad,East,Retail,2026-01-20
14470,Aryan Edwin,Mehsana,North,Healthcare,2024-08-11
14471,Vedant Nagar,Tiruchirappalli,West,Finance,2023-10-18
14472,Vrishti Sahni,Amravati,North,Technology,2024-06-25
14473,Reva Kala,Panihati,East,Manufacturing,2023-12-19
14474,Karan Parmar,Siwan,West,Manufacturing,2023-08-31
14475,Aarush Gera,Satara,East,Manufacturing,2025-06-12
14476,Balendra Dave,Mathura,West,Technology,2023-08-11
14477,Thomas Saha,Munger,West,Technology,2023-12-05
14478,Kabir Dugar,Karimnagar,East,Education,2024-02-16
14479,Timothy Dutta,Delhi,East,Manufacturing,2025-11-11
14480,Imaran Mangat,Rewa,South,Technology,2023-09-08
14481,Aarini Bora,Guntur,East,Technology,2023-05-03
14482,Ekani Dey,Shahjahanpur,South,Healthcare,2023-09-16
14483,Vasatika Warrior,Hajipur,South,Technology,2025-06-03
14484,Oliver Rajagopal,Pali,South,Retail,2025-10-03
14485,Yashica Sidhu,Bhavnagar,South,Manufacturing,2025-08-30
